idno;cntry;gndr;trmedmw;trwrkmw;trplcmw;trmdcnt;trwkcnt;trplcnt
50014;AT;1;3;3;3;3;3;3
50030;AT;2;3;2;3;1;1;8
50057;AT;2;3;3;3;1;1;1
50106;AT;2;3;1;3;3;1;2
50145;AT;1;3;3;3;3;1;3
50158;AT;2;3;2;3;3;1;3
50211;AT;2;3;3;3;3;1;3
50212;AT;2;3;3;3;3;1;3
50213;AT;2;3;1;3;3;1;3
50235;AT;2;3;3;3;3;3;3
50236;AT;2;3;2;3;3;1;3
50238;AT;1;3;3;3;8;1;8
50240;AT;2;2;1;1;1;1;1
50248;AT;2;3;3;3;3;3;3
50270;AT;2;3;3;3;3;7;3
50281;AT;2;3;2;3;8;1;8
50310;AT;1;3;3;3;3;1;3
50311;AT;2;3;3;3;3;3;3
50324;AT;1;3;3;3;3;1;3
50339;AT;1;3;3;1;8;8;2
50341;AT;2;3;3;3;3;3;3
50349;AT;1;3;3;3;3;3;3
50355;AT;1;3;3;3;3;8;3
50358;AT;1;3;3;3;2;3;2
50363;AT;2;3;3;3;3;1;3
50367;AT;2;3;3;3;3;1;3
50375;AT;2;3;1;3;3;1;3
50380;AT;2;3;3;3;3;1;2
50412;AT;2;3;3;3;3;1;2
50423;AT;2;3;3;3;3;3;3
50427;AT;2;3;3;3;3;1;3
50433;AT;1;3;3;4;3;1;3
50441;AT;2;3;4;3;1;1;3
50446;AT;2;3;1;3;3;1;3
50465;AT;2;3;1;3;1;1;8
50468;AT;2;3;3;3;3;3;3
50489;AT;2;3;4;4;3;3;3
50512;AT;2;3;3;3;3;3;3
50517;AT;1;3;3;4;3;1;8
50577;AT;1;3;3;3;3;1;3
50591;AT;2;3;2;2;3;1;1
50592;AT;2;3;2;3;3;1;3
50611;AT;2;3;1;3;3;1;8
50623;AT;2;3;3;3;3;3;3
50637;AT;1;3;3;4;3;3;3
50638;AT;1;3;3;3;3;1;3
50651;AT;2;3;3;3;3;1;3
50681;AT;1;3;3;3;3;1;3
50687;AT;1;3;3;3;8;8;3
50707;AT;2;3;1;3;3;1;3
50714;AT;1;3;3;3;3;3;3
50730;AT;1;3;3;3;3;1;3
50732;AT;2;3;4;4;3;3;3
50735;AT;1;3;3;3;3;1;3
50812;AT;2;3;3;3;3;3;3
50868;AT;2;3;3;3;3;1;2
50897;AT;2;3;3;3;3;3;3
50910;AT;2;3;3;3;3;3;3
50979;AT;1;3;3;3;3;8;3
50994;AT;2;3;3;3;3;1;3
50995;AT;2;3;3;3;3;1;3
51015;AT;1;2;2;3;3;3;3
51029;AT;1;3;3;3;3;3;3
51042;AT;2;3;3;3;3;1;3
51046;AT;2;3;2;1;1;1;3
51086;AT;2;3;3;3;3;3;3
51112;AT;1;3;3;3;3;1;3
51128;AT;1;3;3;3;3;1;3
51136;AT;2;3;1;3;1;1;7
51181;AT;1;3;3;3;3;1;2
51190;AT;1;3;3;3;3;3;3
51191;AT;2;3;3;3;3;1;3
51192;AT;2;3;3;3;3;1;3
51221;AT;2;1;3;3;3;1;2
51224;AT;1;3;3;3;3;1;3
51231;AT;2;3;3;3;3;1;3
51259;AT;1;3;3;1;3;8;8
51262;AT;1;3;3;3;3;1;3
51285;AT;2;3;4;3;3;1;8
51322;AT;1;3;3;3;3;3;3
51414;AT;2;3;3;3;3;1;3
51440;AT;1;3;3;3;1;1;8
51455;AT;1;3;3;3;3;1;3
51503;AT;1;3;3;3;3;3;3
51504;AT;1;3;3;3;3;8;2
51506;AT;1;3;3;3;3;3;3
51521;AT;1;3;3;3;3;1;3
51555;AT;1;3;3;3;3;3;3
51578;AT;1;3;3;3;3;1;3
51581;AT;1;3;3;3;3;3;3
51596;AT;1;3;3;3;3;1;3
51650;AT;2;3;3;3;2;7;7
51713;AT;1;3;3;3;3;1;3
51719;AT;2;3;2;4;1;1;8
51720;AT;2;3;3;3;3;1;3
51731;AT;1;3;3;3;3;3;3
51735;AT;2;3;2;3;3;1;3
51736;AT;1;3;2;3;3;1;8
51739;AT;2;3;2;3;3;1;3
51741;AT;1;3;3;3;3;1;3
51757;AT;1;3;3;3;3;1;3
51766;AT;1;1;1;3;3;1;2
51773;AT;1;3;3;3;3;1;3
51780;AT;2;3;1;3;3;1;3
51802;AT;1;3;3;4;3;3;8
51857;AT;2;3;3;3;3;1;3
51878;AT;1;3;3;1;3;1;2
51897;AT;1;3;3;3;3;1;3
51901;AT;2;3;3;3;3;3;3
51911;AT;2;3;1;3;3;1;8
51944;AT;2;3;3;1;3;1;1
51959;AT;1;3;3;3;3;3;2
51961;AT;1;3;3;3;3;1;3
51965;AT;2;3;2;3;3;1;3
51977;AT;2;3;3;4;3;3;3
51995;AT;1;3;3;3;3;8;3
52009;AT;2;3;3;3;3;1;3
52020;AT;1;3;3;3;3;1;2
52035;AT;2;3;3;3;3;1;3
52046;AT;1;3;3;3;8;1;2
52062;AT;2;3;3;3;3;3;3
52065;AT;1;3;3;3;3;3;3
52089;AT;2;3;3;3;3;3;3
52094;AT;1;3;3;3;3;1;2
52117;AT;2;3;3;3;3;1;3
52135;AT;2;3;3;3;3;1;3
52150;AT;2;3;2;3;1;1;3
52170;AT;2;2;2;3;1;1;3
52179;AT;1;3;3;3;3;2;3
52249;AT;1;3;3;3;3;1;3
52271;AT;1;3;3;3;2;2;3
52278;AT;1;3;3;3;3;1;3
52280;AT;2;3;3;3;3;8;3
52284;AT;1;3;3;3;3;8;8
52285;AT;1;3;2;3;8;1;2
52286;AT;2;3;1;4;3;1;8
52289;AT;1;3;3;3;3;3;3
52291;AT;1;3;3;3;3;1;3
52293;AT;1;3;3;3;3;1;3
52305;AT;2;3;3;3;3;3;2
52438;AT;2;3;3;4;3;1;3
52449;AT;1;3;3;3;3;3;3
52452;AT;1;3;3;3;3;3;3
52471;AT;2;3;2;3;3;1;3
52472;AT;2;3;3;3;3;1;8
52477;AT;2;3;3;3;3;3;3
52480;AT;1;3;3;3;3;3;3
52487;AT;1;3;2;3;2;2;3
52510;AT;2;3;3;3;3;3;3
52519;AT;2;3;3;3;3;1;3
52532;AT;2;3;3;3;8;1;3
52545;AT;2;2;2;3;3;3;8
52573;AT;2;7;3;3;3;1;3
52600;AT;2;3;3;3;3;3;3
52616;AT;1;3;4;3;3;3;3
52629;AT;2;3;3;3;3;1;3
52638;AT;2;3;3;3;3;3;3
52644;AT;2;3;3;3;3;1;3
52681;AT;1;3;3;2;3;3;2
52716;AT;1;3;3;3;3;1;1
52731;AT;2;3;3;4;3;1;3
52744;AT;1;3;3;3;3;3;3
52745;AT;1;3;3;3;3;1;3
52746;AT;2;3;3;3;3;3;3
52759;AT;2;3;3;3;3;1;3
52762;AT;2;3;3;3;3;1;3
52781;AT;2;3;3;3;3;3;3
52791;AT;2;3;1;3;3;1;3
52796;AT;1;3;3;3;3;1;3
52815;AT;1;3;3;3;3;3;3
52833;AT;1;3;3;3;3;1;3
52858;AT;2;3;3;3;3;3;3
52880;AT;2;3;4;3;3;1;3
52888;AT;2;3;3;4;3;8;8
52891;AT;1;8;3;3;3;3;3
52904;AT;1;3;3;3;3;1;3
52907;AT;1;3;3;3;3;3;3
52910;AT;2;1;3;1;1;1;1
52975;AT;1;3;3;3;3;3;3
52994;AT;2;3;3;4;3;1;8
53002;AT;1;3;3;3;3;1;3
53008;AT;1;3;3;3;3;8;3
53011;AT;2;3;1;3;3;1;3
53015;AT;2;3;3;3;3;1;3
53016;AT;2;3;3;3;3;1;3
53029;AT;1;3;3;3;3;1;3
53067;AT;2;3;3;3;3;1;3
53091;AT;2;2;3;1;3;1;1
53100;AT;2;3;2;1;3;1;3
53131;AT;2;3;2;3;3;1;3
53145;AT;1;3;3;2;3;1;2
53154;AT;1;3;3;3;8;1;3
53159;AT;2;3;2;3;3;1;3
53183;AT;2;3;1;3;3;1;3
53193;AT;1;3;3;3;3;1;3
53212;AT;1;3;3;3;3;1;3
53236;AT;2;3;3;3;3;1;8
53245;AT;2;3;3;4;3;1;3
53278;AT;2;3;3;3;3;1;3
53286;AT;2;3;1;3;3;1;3
53298;AT;2;3;1;3;3;1;3
53301;AT;1;3;3;3;3;1;1
53315;AT;1;3;3;3;3;1;2
53333;AT;1;3;3;3;3;1;3
53359;AT;1;3;3;3;3;1;3
53368;AT;2;3;3;3;3;3;3
53377;AT;2;3;1;3;3;1;3
53380;AT;2;3;3;3;3;1;3
53384;AT;2;3;3;3;3;3;3
53390;AT;1;3;3;3;3;8;3
53398;AT;1;3;3;3;3;1;3
53415;AT;1;3;3;3;3;1;3
53421;AT;2;3;2;3;3;1;3
53425;AT;2;3;3;3;3;8;3
53458;AT;1;3;3;3;3;3;3
53467;AT;2;3;1;3;3;1;8
53497;AT;1;3;3;3;1;3;8
53502;AT;1;3;3;3;2;3;3
53509;AT;2;3;3;3;3;1;3
53535;AT;2;2;2;1;1;1;2
53536;AT;2;3;3;3;3;3;3
53539;AT;1;3;3;3;3;1;3
53567;AT;2;3;1;3;1;1;8
53580;AT;2;3;3;3;3;3;2
53620;AT;1;3;3;3;2;3;3
53645;AT;1;3;3;3;1;1;3
53647;AT;2;3;2;3;3;1;8
53674;AT;2;3;3;3;3;1;8
53691;AT;1;3;3;3;3;1;3
53810;AT;2;3;1;3;3;1;3
53820;AT;2;3;3;3;3;3;3
53821;AT;2;3;3;3;3;3;1
53834;AT;2;3;4;3;3;3;3
53841;AT;1;3;4;4;3;3;3
53865;AT;1;3;3;3;3;1;3
53877;AT;2;3;3;3;3;1;8
53892;AT;2;3;3;3;3;3;3
53922;AT;1;3;3;4;3;3;2
53933;AT;1;3;3;3;3;1;3
53938;AT;1;3;3;3;3;3;3
53948;AT;2;3;2;3;3;1;3
53957;AT;2;3;1;3;3;1;3
53971;AT;2;3;3;3;3;3;3
53989;AT;1;3;3;3;3;2;3
54005;AT;2;3;3;3;3;1;3
54007;AT;1;3;3;3;3;8;3
54024;AT;1;3;3;3;3;1;3
54027;AT;2;3;3;3;3;1;3
54029;AT;1;3;3;3;3;3;3
54030;AT;1;3;3;3;3;1;3
54035;AT;2;3;3;3;3;3;2
54054;AT;2;3;3;4;3;1;3
54060;AT;2;1;3;3;3;1;3
54081;AT;1;3;3;3;3;1;2
54136;AT;2;3;3;3;3;3;2
54159;AT;2;3;2;3;3;1;3
54171;AT;2;3;3;4;3;3;2
54172;AT;1;3;3;3;3;1;3
54175;AT;2;3;2;3;8;8;8
54185;AT;1;3;3;3;3;3;3
54206;AT;2;3;3;3;3;3;3
54236;AT;2;3;3;3;3;3;3
54257;AT;2;3;3;3;1;1;3
54260;AT;2;3;2;3;8;1;8
54308;AT;2;3;3;3;8;1;3
54342;AT;1;3;3;3;3;3;3
54344;AT;1;3;3;3;3;1;8
54364;AT;1;3;3;3;3;1;3
54389;AT;1;3;3;3;3;8;3
54394;AT;2;3;3;3;3;8;3
54439;AT;2;3;2;3;1;1;3
54458;AT;2;3;3;3;3;1;3
54499;AT;2;3;1;3;3;1;2
54515;AT;1;3;3;3;3;1;3
54554;AT;1;3;3;3;3;3;2
54557;AT;1;3;3;3;3;1;3
54571;AT;2;3;3;3;3;3;3
54578;AT;1;3;3;3;3;1;3
54588;AT;1;3;3;3;3;1;3
54675;AT;2;3;8;3;3;1;8
54687;AT;1;3;3;4;3;3;3
54697;AT;1;3;3;3;3;1;3
54730;AT;2;3;3;3;8;8;8
54735;AT;2;3;3;3;3;1;3
54739;AT;1;3;3;3;3;3;3
54744;AT;2;3;2;3;1;1;1
54796;AT;1;3;3;1;3;1;8
54801;AT;2;3;3;4;3;1;8
54837;AT;2;3;1;3;3;1;3
54871;AT;2;3;3;3;3;1;3
54886;AT;2;3;3;3;7;3;3
54929;AT;1;3;3;3;1;3;3
54930;AT;1;3;3;3;3;1;3
54936;AT;1;3;3;3;3;1;8
54937;AT;1;3;3;3;3;8;8
54957;AT;2;1;3;2;1;3;3
54962;AT;1;3;3;3;3;1;3
55001;AT;1;3;3;3;8;8;8
55024;AT;2;3;3;3;3;3;3
55040;AT;2;3;3;3;3;1;3
55046;AT;2;3;3;3;3;1;3
55057;AT;2;3;3;3;1;1;3
55064;AT;2;3;3;3;3;8;3
55093;AT;2;3;2;3;3;1;3
55120;AT;1;3;3;3;3;1;3
55127;AT;2;3;3;3;3;3;3
55129;AT;2;3;2;4;8;1;8
55158;AT;1;3;4;3;3;3;3
55187;AT;2;3;1;3;7;1;2
55196;AT;1;3;3;3;3;3;3
55197;AT;2;3;1;3;3;1;3
55206;AT;1;3;3;3;3;3;3
55208;AT;2;3;2;3;3;1;3
55232;AT;2;3;3;3;3;3;3
55248;AT;2;3;3;3;3;1;3
55261;AT;1;3;3;3;3;3;3
55270;AT;2;2;2;4;1;1;1
55271;AT;2;3;3;3;3;1;3
55274;AT;2;3;3;3;3;1;3
55301;AT;2;2;2;3;1;1;1
55320;AT;1;3;3;3;3;1;3
55343;AT;2;3;3;3;2;3;2
55366;AT;2;3;3;3;3;3;3
55370;AT;2;3;3;3;3;1;3
55387;AT;2;3;1;3;3;1;2
55421;AT;1;3;3;3;3;1;3
55451;AT;2;3;3;3;3;1;3
55457;AT;2;3;2;3;3;1;2
55471;AT;2;3;3;3;3;3;3
55483;AT;2;3;3;3;3;1;1
55504;AT;2;3;3;3;3;3;3
55527;AT;2;3;2;3;1;1;8
55547;AT;2;3;1;3;3;1;3
55548;AT;2;3;4;4;3;3;3
55551;AT;2;3;1;3;3;1;3
55553;AT;2;3;1;3;3;1;2
55555;AT;1;3;3;3;3;1;3
55585;AT;2;3;2;3;3;1;3
55600;AT;2;3;3;3;3;3;3
55626;AT;2;3;3;3;3;1;8
55650;AT;2;3;3;4;3;1;8
55716;AT;1;3;3;3;3;1;3
55726;AT;2;3;3;3;3;1;3
55741;AT;1;3;3;3;3;3;3
55758;AT;2;3;2;2;3;1;3
55813;AT;1;3;3;4;3;8;8
55816;AT;1;3;3;3;3;1;3
55858;AT;2;3;2;3;3;1;3
55919;AT;1;3;3;3;8;8;3
55939;AT;2;3;4;3;3;3;3
55952;AT;2;3;1;3;3;1;3
55963;AT;2;3;3;3;3;2;3
55974;AT;1;3;3;3;3;2;2
56061;AT;1;3;3;3;3;3;3
56076;AT;2;3;3;4;3;3;3
56094;AT;1;3;3;3;3;1;3
56109;AT;1;3;3;3;3;3;3
56116;AT;2;3;3;3;3;3;3
56127;AT;2;3;3;3;3;3;3
56131;AT;2;3;4;4;3;1;8
56133;AT;2;3;1;3;3;1;3
56138;AT;1;3;3;4;3;7;3
56141;AT;2;4;4;3;3;3;3
56159;AT;1;3;3;3;3;3;3
56160;AT;1;3;3;3;3;1;2
56183;AT;1;3;3;3;3;3;3
56190;AT;1;3;3;3;3;3;3
56209;AT;2;3;3;3;3;1;3
56218;AT;1;3;3;3;3;3;3
56237;AT;2;3;3;3;3;1;3
56273;AT;2;4;3;4;1;1;8
56289;AT;1;3;3;3;3;3;3
56315;AT;2;3;3;3;3;3;3
56321;AT;2;3;3;3;3;8;3
56326;AT;1;3;3;3;3;1;3
56343;AT;1;3;3;3;1;1;8
56379;AT;2;3;2;3;3;1;3
56388;AT;1;3;3;3;3;1;3
56396;AT;1;3;3;3;3;3;3
56459;AT;2;3;2;3;3;1;3
56480;AT;2;3;3;3;3;3;3
56481;AT;2;3;1;3;8;1;3
56496;AT;1;3;3;3;3;1;3
56505;AT;1;3;3;3;3;3;3
56533;AT;1;3;3;3;3;1;3
56559;AT;2;3;3;3;3;3;3
56567;AT;1;3;3;3;3;1;3
56583;AT;2;3;1;3;3;1;3
56584;AT;1;3;3;3;3;1;2
56615;AT;1;3;3;3;3;1;3
56618;AT;2;3;3;3;3;8;3
56637;AT;1;1;3;2;3;3;3
56665;AT;1;3;3;3;3;1;3
56667;AT;1;3;3;3;3;3;3
56678;AT;2;3;3;3;3;3;3
56693;AT;2;3;3;4;8;1;8
56730;AT;2;3;2;3;3;1;1
56746;AT;1;3;3;3;3;3;3
56769;AT;2;3;1;3;3;1;3
56774;AT;1;3;4;3;3;3;3
56796;AT;1;3;3;1;3;1;3
56805;AT;1;3;1;2;8;1;3
56846;AT;1;3;3;3;3;1;3
56849;AT;1;3;3;3;3;3;3
56854;AT;2;3;1;3;3;1;3
56857;AT;1;3;3;3;3;1;3
56866;AT;1;3;3;3;3;1;3
56870;AT;2;3;3;3;3;1;8
56882;AT;1;3;3;3;3;1;2
56921;AT;1;3;3;3;3;8;8
56928;AT;1;3;3;3;3;2;3
56929;AT;2;3;3;3;3;1;3
56930;AT;2;3;3;3;3;1;2
56942;AT;2;3;3;3;3;1;3
56949;AT;2;3;3;3;3;1;3
56950;AT;1;3;3;3;3;1;1
56977;AT;1;3;3;3;3;1;3
56984;AT;2;2;2;3;1;1;1
56993;AT;1;3;3;3;3;3;3
56999;AT;2;3;2;3;3;1;3
57012;AT;1;3;3;3;3;1;3
57017;AT;2;3;3;3;3;8;8
57031;AT;1;3;3;3;3;3;3
57035;AT;1;3;3;3;8;1;3
57038;AT;1;3;3;3;3;1;3
57050;AT;2;3;3;3;3;1;3
57073;AT;2;3;3;3;3;1;3
57074;AT;2;3;3;3;3;1;3
57090;AT;2;3;3;3;3;1;3
57129;AT;1;3;3;3;3;8;3
57166;AT;2;3;3;3;3;1;1
57169;AT;1;3;3;3;3;1;3
57182;AT;1;3;3;3;3;3;3
57232;AT;1;3;3;3;3;1;3
57251;AT;1;3;3;3;3;3;3
57261;AT;1;3;3;3;3;3;3
57264;AT;2;3;3;3;3;1;3
57285;AT;2;3;3;3;3;1;8
57334;AT;2;3;2;3;3;1;3
57348;AT;2;7;7;3;3;3;3
57354;AT;2;1;2;3;1;1;3
57360;AT;1;3;3;3;3;1;3
57365;AT;1;3;3;3;3;1;3
57367;AT;1;3;3;3;3;1;3
57387;AT;1;3;3;3;8;1;3
57390;AT;1;3;3;3;8;1;8
57396;AT;2;3;1;3;3;1;3
57400;AT;2;3;2;3;3;1;2
57402;AT;1;3;3;3;3;1;3
57406;AT;2;3;1;3;3;1;3
57412;AT;1;3;3;3;3;3;3
57417;AT;1;3;3;3;3;1;3
57476;AT;1;3;3;3;3;1;3
57492;AT;2;3;3;3;8;8;3
57498;AT;1;3;3;3;2;1;3
57509;AT;2;3;4;4;3;1;3
57522;AT;1;3;3;3;3;3;3
57554;AT;1;3;3;3;3;3;3
57586;AT;2;3;3;3;3;3;3
57589;AT;2;3;4;3;3;3;3
57607;AT;1;3;2;3;3;1;3
57640;AT;2;3;3;3;3;1;3
57661;AT;2;3;3;3;3;1;2
57662;AT;2;3;3;2;3;1;8
57678;AT;1;3;3;3;3;1;3
57682;AT;2;3;1;3;3;1;2
57692;AT;1;3;3;3;3;1;3
57726;AT;2;3;2;3;3;1;3
57727;AT;1;3;3;4;3;3;3
57737;AT;2;3;3;3;3;1;3
57738;AT;2;3;3;3;3;1;3
57773;AT;1;3;3;3;3;3;3
57775;AT;2;3;3;3;3;1;8
57784;AT;1;3;3;3;3;3;3
57792;AT;1;3;3;3;1;1;3
57918;AT;2;3;1;3;3;1;3
57930;AT;2;7;8;1;1;1;1
57947;AT;1;3;3;3;3;8;3
57951;AT;2;3;3;3;3;1;3
57955;AT;2;3;3;3;3;3;3
57978;AT;1;3;3;3;3;3;3
57992;AT;2;3;4;4;3;3;3
57995;AT;1;3;3;4;3;1;3
57999;AT;2;3;3;3;3;1;3
58013;AT;2;3;3;3;3;1;3
58021;AT;2;3;3;3;3;1;3
58026;AT;1;3;3;3;3;1;3
58064;AT;1;3;3;3;2;1;8
58066;AT;2;3;3;3;3;3;3
58092;AT;2;3;3;3;8;8;8
58093;AT;2;3;3;4;3;1;3
58125;AT;2;8;3;3;1;1;1
58127;AT;1;3;3;3;3;3;3
58132;AT;1;3;3;3;3;1;3
58149;AT;2;3;1;3;3;1;3
58152;AT;2;3;3;3;1;1;3
58153;AT;2;3;3;3;3;1;3
58171;AT;2;3;3;3;3;3;3
58177;AT;2;3;3;3;3;8;8
58187;AT;1;3;3;3;3;8;3
58226;AT;2;3;3;3;3;3;3
58238;AT;1;3;3;3;3;2;3
58247;AT;2;3;3;3;3;1;3
58262;AT;2;3;3;3;3;1;3
58270;AT;2;3;3;3;3;3;3
58293;AT;1;3;3;3;3;3;3
58310;AT;2;3;2;3;3;1;3
58317;AT;1;3;3;3;1;1;8
58341;AT;1;3;3;3;3;1;3
58346;AT;1;3;3;3;3;1;3
58355;AT;1;3;3;2;3;3;2
58369;AT;1;3;3;3;3;3;3
58416;AT;2;3;3;3;3;1;8
58417;AT;1;3;3;3;3;3;3
58441;AT;2;3;3;3;3;1;3
58444;AT;2;3;3;3;3;1;3
58471;AT;2;3;3;3;3;1;8
58476;AT;2;3;3;3;3;1;3
58478;AT;2;3;1;4;3;1;3
58486;AT;2;3;3;3;3;3;3
58505;AT;2;3;3;3;3;1;2
58506;AT;2;3;3;3;1;1;3
58510;AT;2;3;3;3;3;1;3
58523;AT;2;3;2;3;3;1;3
58536;AT;1;3;3;3;3;1;3
58551;AT;1;3;3;3;3;3;3
58554;AT;1;3;3;3;3;1;3
58587;AT;2;3;3;3;3;3;3
58611;AT;1;3;3;3;3;1;3
58624;AT;2;3;3;3;3;1;3
58690;AT;1;3;3;3;3;1;8
58702;AT;1;3;3;3;3;3;3
58705;AT;2;3;2;3;3;1;3
58708;AT;2;3;3;3;3;3;3
58726;AT;2;3;3;3;2;3;3
58730;AT;1;3;1;3;3;1;3
58737;AT;2;8;8;3;8;8;3
58757;AT;2;3;3;3;3;3;3
58764;AT;2;3;3;3;3;1;3
58767;AT;2;3;3;3;3;1;3
58790;AT;2;3;2;3;3;1;2
58802;AT;1;3;3;3;3;1;3
58810;AT;1;3;3;3;8;1;3
58854;AT;2;3;3;3;3;3;3
58857;AT;2;3;3;2;8;1;8
58858;AT;2;3;2;3;1;1;3
58875;AT;1;3;3;3;3;1;3
58916;AT;2;3;1;3;3;1;3
58942;AT;2;3;2;2;8;1;8
58946;AT;1;3;2;3;8;1;3
58982;AT;2;3;1;3;3;1;3
58987;AT;1;3;3;3;3;3;3
59006;AT;1;3;3;3;3;2;2
59010;AT;1;3;1;3;3;1;3
59011;AT;1;3;3;3;3;2;3
59037;AT;1;3;3;3;3;3;3
59128;AT;1;3;3;3;3;1;3
59134;AT;2;3;3;3;3;1;8
59148;AT;2;3;2;3;3;1;2
59166;AT;2;3;3;3;3;1;3
59200;AT;1;3;3;3;3;1;2
59218;AT;1;3;3;3;3;8;8
59224;AT;2;3;3;4;3;1;3
59228;AT;2;3;3;3;3;3;3
59270;AT;1;3;3;1;3;1;2
59274;AT;2;3;3;3;3;1;3
59287;AT;2;3;4;3;3;3;3
59353;AT;1;3;3;3;3;1;3
59357;AT;1;3;3;3;1;1;2
59402;AT;2;3;3;4;3;3;3
59405;AT;1;3;3;3;3;1;3
59415;AT;1;3;3;3;3;1;1
59417;AT;2;3;3;3;3;3;3
59430;AT;2;6;6;6;3;1;3
59434;AT;1;3;1;3;3;1;3
59435;AT;2;3;3;3;3;3;3
59448;AT;2;3;2;3;3;1;3
59503;AT;1;3;3;3;8;1;3
59519;AT;1;3;3;3;3;1;3
59522;AT;2;3;3;4;3;1;8
59537;AT;2;3;1;3;3;1;3
59591;AT;1;3;1;3;3;3;3
59603;AT;2;3;1;3;3;1;3
59605;AT;2;3;3;3;3;1;3
59634;AT;2;3;1;3;3;1;8
59646;AT;2;3;1;3;3;1;3
59656;AT;2;3;1;3;3;1;2
59701;AT;1;3;3;4;3;3;3
59727;AT;2;3;3;3;3;1;3
59741;AT;2;3;3;3;3;3;3
59745;AT;2;3;3;3;3;3;3
59753;AT;2;3;3;3;3;3;3
59754;AT;2;3;3;3;8;1;8
59755;AT;2;3;3;3;3;3;3
59775;AT;1;3;3;3;3;1;3
59787;AT;2;3;3;3;3;1;3
59803;AT;2;3;3;3;3;1;8
59866;AT;2;3;3;3;3;3;3
59903;AT;2;3;3;3;3;1;8
59916;AT;2;3;3;3;3;3;3
59935;AT;2;3;1;3;3;1;3
59959;AT;1;3;3;3;3;1;2
59969;AT;2;3;3;3;3;2;3
59994;AT;1;3;3;3;3;1;3
59999;AT;1;3;3;3;3;8;3
60000;AT;2;3;4;3;3;3;3
60008;AT;1;3;3;3;3;3;3
60017;AT;1;3;3;3;1;3;3
60030;AT;1;3;3;3;3;3;3
60036;AT;1;1;3;3;3;1;3
60043;AT;2;3;3;3;3;1;3
60050;AT;2;3;3;4;3;1;8
60058;AT;2;3;3;3;3;1;3
60062;AT;2;3;3;3;3;1;3
60071;AT;2;3;3;3;3;1;3
60076;AT;2;3;1;4;3;1;2
60133;AT;2;3;3;3;3;3;3
60135;AT;2;3;3;3;3;1;3
60139;AT;2;2;3;2;8;8;8
60148;AT;2;3;3;3;3;1;3
60156;AT;1;3;3;3;3;8;3
60160;AT;2;3;3;3;3;1;3
60166;AT;1;3;3;3;3;2;3
60175;AT;2;3;3;3;3;3;3
60208;AT;1;3;3;3;3;1;8
60216;AT;2;3;3;8;3;1;2
60217;AT;2;3;3;3;3;3;3
60239;AT;1;3;3;3;3;3;2
60268;AT;2;3;3;3;3;1;8
60269;AT;2;3;3;3;8;8;8
60311;AT;1;3;3;3;3;1;3
60364;AT;2;3;1;3;3;1;3
60375;AT;1;3;1;3;3;1;3
60381;AT;2;3;2;3;3;1;3
60383;AT;2;3;3;3;3;3;3
60384;AT;2;3;3;3;3;3;3
60385;AT;2;3;3;3;3;1;3
60387;AT;1;3;3;3;3;2;3
60391;AT;2;3;3;4;3;8;3
60403;AT;2;3;3;3;3;1;3
60414;AT;2;3;1;3;8;1;8
60436;AT;2;3;1;3;8;1;8
60448;AT;2;3;3;4;3;8;8
60462;AT;1;3;3;3;3;1;3
60464;AT;2;3;3;3;3;3;3
60476;AT;1;3;3;3;3;3;3
60494;AT;2;3;3;3;3;1;3
60504;AT;2;3;3;3;3;1;3
60560;AT;1;3;3;3;3;3;3
60564;AT;2;3;1;3;1;1;3
60567;AT;2;3;3;3;3;3;3
60589;AT;2;3;4;4;3;1;2
60596;AT;2;3;3;3;3;1;3
60598;AT;1;3;3;3;3;3;3
60618;AT;2;3;3;3;8;1;8
60628;AT;2;3;3;4;1;3;2
60631;AT;1;3;4;3;3;3;3
60634;AT;1;3;3;3;1;8;3
60670;AT;1;3;1;3;3;1;3
60685;AT;1;3;3;3;3;1;3
60688;AT;2;3;2;3;3;1;3
60709;AT;1;3;3;3;3;3;3
60726;AT;2;3;4;3;3;1;2
60728;AT;2;3;1;3;3;1;3
60788;AT;2;3;2;1;3;3;3
60833;AT;2;3;2;3;1;1;1
60845;AT;2;3;2;3;3;1;2
60859;AT;2;3;3;3;3;1;3
60864;AT;2;3;3;3;3;1;3
60873;AT;2;3;3;3;3;2;3
60883;AT;1;3;3;3;3;8;8
60901;AT;1;3;3;1;3;8;2
60916;AT;2;3;3;3;3;3;3
60917;AT;1;3;3;3;3;3;3
60946;AT;2;3;1;3;3;1;3
60956;AT;2;3;3;3;3;1;8
60971;AT;2;3;2;3;3;1;3
60987;AT;1;3;3;3;3;1;3
60995;AT;1;3;3;3;3;3;3
61004;AT;2;3;3;1;3;1;1
61011;AT;2;3;3;3;3;3;3
61014;AT;1;3;3;3;3;1;3
61015;AT;2;3;1;3;2;3;3
61052;AT;2;3;3;3;3;3;3
61059;AT;2;3;3;3;3;1;2
61060;AT;1;3;3;3;3;1;3
61079;AT;2;3;3;3;3;1;3
61095;AT;1;3;3;3;3;1;3
61122;AT;2;3;2;3;3;1;3
61138;AT;2;3;1;1;3;1;1
61141;AT;2;3;3;4;3;1;3
61165;AT;1;3;3;3;3;1;8
61252;AT;2;3;3;3;3;1;3
61276;AT;2;3;2;3;3;1;3
61291;AT;2;3;3;3;3;1;2
61302;AT;2;3;3;3;8;1;8
61311;AT;2;3;3;3;3;3;3
