idno;cntry;gndr;trmedmw;trwrkmw;trplcmw;trmdcnt;trwkcnt;trplcnt
55578;IE;2;3;3;3;3;3;3
55579;IE;2;3;3;3;3;1;3
55625;IE;2;3;3;3;3;1;3
55637;IE;2;3;3;3;3;3;3
55643;IE;1;3;3;3;3;3;3
55679;IE;1;3;3;3;3;3;3
55712;IE;1;3;3;3;3;1;3
55721;IE;2;3;3;3;2;3;2
55734;IE;1;3;3;3;3;1;3
55751;IE;2;3;3;3;3;3;3
55779;IE;2;3;3;3;8;3;3
55793;IE;2;3;3;3;8;8;8
55806;IE;1;3;3;3;3;1;3
55818;IE;1;3;3;3;3;3;3
55820;IE;2;3;3;3;1;1;3
55835;IE;2;3;3;3;3;8;3
55846;IE;1;3;3;3;3;3;1
55880;IE;1;3;3;3;3;3;3
55924;IE;2;3;3;3;3;3;3
55932;IE;1;3;3;3;3;3;2
55934;IE;2;3;3;3;3;1;3
55955;IE;2;3;3;3;3;3;3
55981;IE;1;3;3;3;3;3;3
56001;IE;1;3;3;3;3;3;2
56017;IE;1;3;3;3;8;8;8
56024;IE;1;3;3;3;3;3;3
56085;IE;2;3;3;4;3;3;3
56121;IE;1;3;3;3;3;3;3
56170;IE;1;3;2;3;2;2;2
56195;IE;1;3;3;3;3;1;3
56198;IE;1;3;3;3;3;3;3
56206;IE;2;3;3;3;3;8;8
56212;IE;1;3;3;3;3;3;3
56223;IE;2;3;3;3;3;1;3
56255;IE;2;3;1;4;3;1;3
56263;IE;2;3;1;3;3;1;2
56279;IE;2;3;3;3;3;1;3
56299;IE;2;3;3;3;1;1;8
56318;IE;2;3;3;3;3;1;3
56358;IE;1;3;2;3;8;2;3
56389;IE;2;3;3;3;3;1;3
56398;IE;2;3;3;4;3;3;3
56419;IE;2;3;3;3;3;1;3
56423;IE;1;3;3;3;3;3;3
56424;IE;1;3;3;3;3;1;3
56425;IE;2;3;3;3;3;3;3
56436;IE;2;3;3;3;3;3;3
56571;IE;2;3;3;3;1;1;8
56587;IE;1;7;4;3;3;1;8
56593;IE;2;3;3;3;8;8;8
56645;IE;1;3;3;3;3;1;3
56647;IE;2;2;8;3;3;3;8
56680;IE;2;3;2;3;3;1;3
56712;IE;1;3;3;3;3;3;3
56729;IE;1;3;3;3;3;1;1
56740;IE;2;2;2;3;1;1;1
56743;IE;1;3;3;3;1;1;3
56785;IE;2;3;3;3;3;1;3
56797;IE;1;3;3;3;3;1;3
56823;IE;1;3;3;3;2;1;3
56825;IE;2;3;3;3;3;8;7
56860;IE;2;3;3;3;3;1;3
56878;IE;1;3;4;4;3;8;8
56976;IE;1;3;3;3;3;3;3
57025;IE;2;1;4;4;3;8;3
57033;IE;1;3;3;3;2;2;2
57037;IE;2;3;3;3;3;1;3
57039;IE;1;3;3;3;3;1;2
57042;IE;2;3;4;4;3;1;3
57045;IE;1;3;3;3;3;3;3
57052;IE;2;3;3;3;3;1;3
57079;IE;1;3;1;3;3;3;3
57096;IE;1;3;3;3;3;3;3
57103;IE;2;2;2;3;1;1;1
57108;IE;1;3;3;3;3;1;2
57126;IE;2;3;3;3;3;3;3
57146;IE;1;3;3;3;3;3;3
57161;IE;2;3;3;3;3;3;3
57205;IE;2;3;3;4;3;3;3
57230;IE;1;3;3;3;1;1;1
57237;IE;1;3;3;3;3;3;3
57249;IE;1;3;3;3;3;3;3
57253;IE;1;3;3;3;1;1;8
57291;IE;2;3;2;3;3;1;1
57401;IE;2;2;3;3;1;1;3
57404;IE;1;3;3;3;1;3;3
57408;IE;2;3;2;3;3;1;3
57409;IE;1;3;3;3;3;1;8
57445;IE;2;3;3;3;3;7;3
57460;IE;2;3;3;3;3;3;3
57475;IE;1;3;3;1;3;1;2
57500;IE;1;3;3;3;3;1;3
57519;IE;2;3;3;3;3;3;3
57532;IE;2;3;3;3;3;3;3
57538;IE;2;3;1;3;1;1;8
57543;IE;2;3;3;3;3;3;3
57552;IE;1;3;3;3;3;1;8
57615;IE;1;3;3;3;3;8;8
57631;IE;2;3;4;4;3;8;2
57646;IE;2;3;3;2;1;1;2
57656;IE;1;3;3;3;3;1;3
57663;IE;1;3;3;3;3;1;3
57689;IE;1;3;3;3;7;8;7
57713;IE;1;3;3;3;3;1;3
57767;IE;1;1;2;2;2;2;1
57779;IE;1;3;3;3;1;1;3
57803;IE;2;3;2;3;3;1;3
57827;IE;2;3;3;3;3;8;3
57864;IE;1;3;3;3;3;3;2
57871;IE;2;3;3;4;3;3;3
57876;IE;1;3;3;3;1;1;3
57896;IE;2;3;3;3;3;3;3
57917;IE;1;3;3;3;1;1;2
57972;IE;1;3;3;3;8;3;3
57977;IE;1;3;2;2;8;8;8
57985;IE;1;3;3;3;1;1;8
57986;IE;1;3;3;3;1;1;3
57994;IE;2;3;3;3;8;8;3
58111;IE;2;3;3;3;3;3;3
58116;IE;2;3;3;3;3;3;3
58134;IE;2;1;2;3;3;1;3
58137;IE;1;3;3;3;3;1;3
58192;IE;1;3;2;3;1;2;8
58227;IE;2;3;2;2;3;1;1
58240;IE;2;3;1;3;1;1;3
58244;IE;2;3;3;4;3;1;3
58254;IE;1;3;3;4;3;3;3
58278;IE;2;3;3;3;3;1;3
58279;IE;1;3;4;4;3;8;3
58280;IE;2;3;3;3;3;3;1
58325;IE;1;3;3;3;3;3;3
58338;IE;2;2;3;3;1;1;3
58342;IE;2;3;3;3;3;1;3
58353;IE;1;3;3;8;3;1;8
58368;IE;1;3;3;3;3;2;3
58401;IE;2;3;3;3;3;1;3
58418;IE;2;3;3;4;8;8;3
58419;IE;2;3;3;3;3;3;3
58467;IE;2;3;3;3;3;3;3
58484;IE;1;3;3;3;3;3;3
58514;IE;2;3;3;3;3;8;8
58522;IE;1;3;3;3;3;1;3
58529;IE;1;3;3;3;3;3;3
58531;IE;1;3;3;3;3;3;3
58543;IE;1;3;3;3;3;3;3
58553;IE;1;3;3;3;3;3;3
58564;IE;1;3;3;3;3;3;3
58622;IE;2;3;3;3;3;3;3
58660;IE;2;3;3;3;2;1;2
58695;IE;2;3;3;3;8;8;8
58719;IE;1;3;3;3;1;1;3
58748;IE;1;3;3;3;3;1;3
58754;IE;2;3;2;3;3;3;3
58779;IE;2;3;3;3;3;1;3
58782;IE;1;3;3;3;3;3;3
58815;IE;1;3;3;3;1;1;7
58846;IE;1;3;3;3;3;1;2
58852;IE;2;3;3;3;1;3;8
58861;IE;2;3;3;4;2;1;3
58864;IE;2;2;3;3;1;1;3
58907;IE;2;3;3;3;2;1;3
58966;IE;2;3;3;8;3;3;3
58973;IE;2;2;2;3;3;1;2
58998;IE;1;3;3;3;1;1;2
59024;IE;1;3;3;3;8;1;3
59030;IE;2;3;1;3;1;3;3
59031;IE;1;3;3;3;3;3;3
59042;IE;2;3;3;3;3;1;3
59060;IE;2;3;1;3;3;1;3
59082;IE;1;3;3;3;8;3;8
59088;IE;1;3;3;3;3;3;2
59097;IE;2;2;2;3;1;1;3
59114;IE;1;3;3;3;3;3;3
59115;IE;2;3;3;3;3;3;3
59182;IE;1;3;3;3;3;3;3
59188;IE;2;3;3;3;3;3;3
59233;IE;2;3;3;4;3;1;3
59240;IE;2;3;3;3;3;1;8
59247;IE;2;3;1;1;3;3;3
59249;IE;2;3;3;3;3;1;3
59255;IE;1;3;3;3;1;2;2
59266;IE;2;3;3;3;3;1;3
59291;IE;1;3;3;3;3;3;3
59292;IE;1;3;3;3;3;3;3
59298;IE;2;3;3;3;3;3;3
59344;IE;2;3;3;3;1;1;3
59371;IE;2;3;3;3;1;1;8
59408;IE;1;3;3;3;2;3;2
59433;IE;2;3;3;3;3;3;3
59444;IE;1;3;4;3;1;1;3
59488;IE;2;3;3;4;3;1;3
59527;IE;1;3;3;3;3;3;2
59547;IE;1;3;4;3;3;8;3
59557;IE;2;3;3;3;7;1;3
59586;IE;1;3;2;3;3;1;3
59613;IE;1;3;3;3;3;1;7
59620;IE;2;3;3;3;3;8;3
59627;IE;1;3;3;4;1;1;3
59662;IE;2;3;3;3;3;3;3
59663;IE;1;3;3;3;3;2;3
59676;IE;2;3;3;3;3;3;3
59682;IE;2;3;1;3;1;1;3
59702;IE;1;3;3;3;3;1;3
59706;IE;1;3;3;3;3;3;3
59720;IE;2;3;3;3;3;1;3
59723;IE;2;3;4;3;3;3;3
59725;IE;1;3;3;4;8;1;8
59735;IE;1;3;3;3;3;1;3
59738;IE;2;3;3;3;3;1;3
59756;IE;2;3;3;3;3;8;3
59785;IE;2;3;2;3;3;1;3
59810;IE;1;3;2;3;1;1;3
59839;IE;1;3;3;8;1;1;2
59843;IE;2;3;2;3;3;1;2
59847;IE;1;3;3;3;3;3;3
59861;IE;1;3;3;3;3;1;8
59891;IE;1;3;3;3;3;3;3
59917;IE;2;3;3;3;3;3;3
59927;IE;2;2;2;3;1;1;3
59952;IE;1;3;3;3;3;1;3
59962;IE;1;3;3;3;1;1;3
59974;IE;1;3;3;3;3;1;2
59986;IE;1;3;3;4;3;3;3
59988;IE;2;3;3;3;3;1;3
59989;IE;1;3;3;3;3;3;3
60004;IE;1;3;3;3;3;3;3
60015;IE;2;3;3;3;3;3;3
60095;IE;2;3;3;3;3;3;3
60097;IE;1;3;4;4;3;3;3
60115;IE;1;1;1;3;3;1;3
60136;IE;2;1;1;3;1;1;3
60158;IE;1;3;3;3;3;3;3
60177;IE;2;3;3;3;3;2;2
60224;IE;1;3;3;1;2;3;3
60226;IE;1;3;3;3;3;3;3
60233;IE;2;3;3;3;8;8;3
60249;IE;2;3;3;3;3;3;3
60252;IE;1;3;3;3;3;3;3
60291;IE;1;3;1;1;2;2;2
60338;IE;2;3;2;3;7;3;8
60352;IE;1;3;3;3;3;1;3
60367;IE;2;3;3;3;3;1;3
60370;IE;2;3;3;3;3;3;3
60404;IE;1;3;3;3;3;3;3
60423;IE;2;3;3;3;3;1;2
60426;IE;2;3;3;3;3;1;3
60439;IE;1;3;3;3;3;8;8
60453;IE;2;3;1;3;3;1;1
60522;IE;2;7;7;7;7;7;7
60530;IE;2;3;4;4;3;3;3
60538;IE;2;3;3;3;3;8;3
60554;IE;1;3;3;3;3;3;3
60568;IE;2;3;2;3;3;1;3
60582;IE;2;3;3;3;1;1;3
60601;IE;1;3;3;3;3;3;3
60609;IE;2;2;2;3;3;1;3
60654;IE;2;3;3;4;8;8;8
60657;IE;2;3;4;4;8;8;3
60702;IE;1;3;3;3;3;1;3
60727;IE;1;3;3;3;3;3;3
60732;IE;2;3;3;3;2;2;1
60752;IE;1;3;2;4;3;3;3
60773;IE;2;3;1;3;1;1;8
60775;IE;2;3;3;3;3;3;3
60789;IE;1;3;3;3;3;1;3
60798;IE;2;3;3;3;8;8;8
60802;IE;2;3;3;3;3;1;3
60819;IE;2;1;3;3;3;3;3
60822;IE;2;3;3;3;3;1;3
60825;IE;1;3;3;3;1;1;1
60829;IE;2;3;3;3;3;1;3
60877;IE;1;3;3;3;3;2;3
60895;IE;2;3;3;3;3;1;3
60902;IE;2;1;3;3;1;1;2
60919;IE;1;3;3;3;3;8;3
60926;IE;1;3;3;3;3;3;3
60947;IE;2;3;3;3;3;3;3
60957;IE;1;3;3;3;3;3;8
60964;IE;2;4;4;4;3;3;3
60986;IE;1;3;3;3;3;3;3
61012;IE;2;3;3;3;1;1;3
61044;IE;2;3;3;3;8;3;2
61078;IE;1;2;2;2;2;2;8
61080;IE;1;3;3;3;3;2;3
61082;IE;2;3;3;3;3;3;3
61085;IE;1;3;3;3;3;8;3
61090;IE;1;3;3;3;3;3;2
61092;IE;2;3;3;3;3;3;3
61119;IE;2;8;1;3;3;1;8
61140;IE;2;3;4;4;3;8;1
61153;IE;2;3;3;3;1;1;3
61163;IE;2;3;3;3;3;8;7
61190;IE;1;3;3;3;3;3;3
61202;IE;1;3;3;3;3;1;3
61209;IE;1;3;3;3;3;3;2
61253;IE;1;3;3;3;8;8;3
61273;IE;2;3;3;3;1;1;3
61290;IE;2;3;3;3;3;3;3
61293;IE;1;3;3;3;3;3;3
61352;IE;1;3;3;3;3;3;3
61353;IE;2;3;3;3;3;8;3
61366;IE;1;3;3;3;2;2;2
61378;IE;1;3;3;3;3;3;3
61387;IE;1;3;1;2;1;2;2
61438;IE;1;3;3;3;3;8;2
61440;IE;2;3;3;3;8;1;1
61446;IE;2;3;3;3;3;8;2
61466;IE;1;3;3;3;3;1;3
61477;IE;1;3;3;3;3;1;3
61512;IE;2;2;3;3;1;1;8
61540;IE;2;3;3;3;1;1;3
61606;IE;1;3;3;3;3;8;3
61716;IE;2;3;3;3;3;8;8
61815;IE;1;3;3;3;8;8;8
61846;IE;2;3;3;3;1;1;3
61871;IE;1;3;3;3;3;1;3
61887;IE;1;3;3;3;3;3;3
61890;IE;1;3;3;3;2;3;3
61893;IE;1;3;2;3;2;2;2
61917;IE;1;3;3;3;3;3;3
61928;IE;2;3;3;3;3;1;3
61956;IE;2;3;3;3;3;1;3
61962;IE;2;3;3;3;8;1;8
61990;IE;1;3;3;3;3;3;3
62023;IE;1;3;3;3;2;2;2
62034;IE;1;3;3;4;3;3;2
62049;IE;2;3;3;3;3;1;2
62055;IE;1;3;3;3;3;1;3
62075;IE;1;3;3;4;8;8;8
62088;IE;2;2;3;3;1;1;2
62094;IE;2;3;3;3;3;3;3
62150;IE;1;3;3;3;1;1;2
62167;IE;1;3;3;3;3;3;3
62176;IE;2;3;3;3;3;3;3
62189;IE;1;3;3;3;3;1;3
62196;IE;1;3;3;3;3;3;3
62200;IE;1;3;3;4;1;1;8
62210;IE;2;3;2;3;3;1;3
62262;IE;2;2;3;3;3;1;2
62265;IE;2;3;3;3;1;1;8
62305;IE;2;3;3;3;3;3;2
62328;IE;2;3;4;3;3;3;3
62347;IE;2;3;3;3;3;3;3
62359;IE;2;3;3;3;3;1;3
62387;IE;1;3;3;3;3;1;3
62388;IE;1;3;2;3;3;1;3
62420;IE;2;3;3;3;3;7;3
62441;IE;1;3;3;3;3;3;3
62450;IE;2;3;3;3;3;3;3
62456;IE;1;2;2;3;3;3;3
62468;IE;1;3;3;3;1;1;3
62496;IE;2;3;3;4;3;3;8
62515;IE;2;3;3;3;3;1;3
62538;IE;1;4;3;1;3;1;3
62542;IE;1;3;3;3;3;1;3
62545;IE;2;7;4;3;2;3;3
62548;IE;2;3;3;3;3;3;3
62575;IE;2;3;3;3;8;8;8
62586;IE;2;3;2;3;3;1;3
62635;IE;2;3;3;3;3;3;3
62718;IE;2;3;3;3;3;3;3
62749;IE;2;3;3;4;3;1;2
62756;IE;2;3;3;3;8;3;2
62783;IE;2;3;4;4;3;3;3
62798;IE;2;2;2;1;3;1;1
62819;IE;1;3;3;3;3;1;3
62822;IE;2;1;3;3;3;1;2
62826;IE;1;3;3;3;3;1;8
62828;IE;2;3;3;3;3;3;3
62863;IE;1;3;3;3;3;3;3
62881;IE;1;3;3;3;3;3;3
62894;IE;1;3;3;3;3;3;3
62919;IE;2;3;3;3;3;3;3
62949;IE;2;3;3;3;3;8;3
62973;IE;1;3;3;3;3;1;3
62978;IE;2;3;3;3;3;3;3
63023;IE;1;3;3;3;3;3;3
63027;IE;2;3;3;3;2;1;3
63030;IE;1;3;3;3;3;2;3
63057;IE;2;1;2;3;3;3;3
63068;IE;2;3;3;3;3;1;3
63101;IE;1;3;3;3;8;3;3
63126;IE;2;3;3;3;3;3;3
63130;IE;2;1;1;3;3;3;2
63182;IE;2;3;3;3;3;3;3
63193;IE;2;3;3;3;1;1;2
63201;IE;1;3;3;3;3;3;3
63215;IE;1;3;3;7;3;3;3
63219;IE;2;3;3;3;3;3;3
63261;IE;1;2;2;3;3;1;3
63307;IE;1;3;3;3;3;3;7
63314;IE;1;3;3;3;2;3;2
63318;IE;2;3;1;3;1;1;3
63330;IE;2;3;3;3;3;8;8
63412;IE;2;3;3;3;3;1;3
63426;IE;2;3;3;3;1;1;3
63429;IE;2;1;3;3;3;3;3
63445;IE;2;3;3;3;3;3;3
63453;IE;2;3;3;3;3;3;3
63482;IE;2;3;3;3;3;3;3
63495;IE;2;3;3;7;3;1;8
63538;IE;2;3;3;3;3;1;3
63552;IE;1;3;3;3;3;3;3
63564;IE;1;3;3;3;3;7;7
63597;IE;1;3;3;3;3;3;3
63628;IE;1;3;3;3;3;3;3
63644;IE;1;3;3;3;3;1;3
63665;IE;2;3;3;3;3;3;3
63686;IE;1;3;3;3;3;3;3
63728;IE;2;3;4;4;3;1;3
63773;IE;2;3;3;3;3;1;3
63799;IE;1;3;3;3;3;3;3
63825;IE;1;3;3;3;3;8;3
63831;IE;2;3;3;3;3;3;3
63838;IE;1;3;3;3;3;1;3
63858;IE;1;3;3;3;3;1;3
63882;IE;1;3;3;3;3;3;3
63891;IE;2;3;3;3;3;1;3
63904;IE;1;3;3;3;3;1;3
63928;IE;1;3;3;4;3;3;3
63959;IE;1;3;3;3;3;8;3
63976;IE;2;3;3;3;3;3;3
63996;IE;2;3;3;4;3;1;3
64021;IE;2;3;3;3;3;1;3
64025;IE;2;3;4;3;3;3;8
64060;IE;1;3;3;4;8;3;2
64107;IE;1;3;3;3;3;1;3
64115;IE;2;3;3;3;3;1;2
64134;IE;1;3;3;3;3;1;3
64144;IE;1;3;3;3;3;3;3
64158;IE;1;3;3;3;3;3;3
64165;IE;1;3;3;3;3;2;3
64166;IE;2;3;3;3;3;3;3
64169;IE;1;3;3;3;3;3;3
64175;IE;2;3;3;3;8;1;8
64184;IE;2;3;3;3;3;1;8
64196;IE;1;3;3;3;3;3;3
64199;IE;2;3;3;3;3;1;3
64203;IE;2;3;3;3;3;3;3
64219;IE;1;3;3;3;1;1;3
64226;IE;1;3;3;3;3;3;3
64238;IE;2;3;3;3;1;1;3
64265;IE;2;3;3;3;3;7;3
64306;IE;1;3;3;3;1;1;3
64307;IE;2;3;3;3;3;1;3
64308;IE;1;3;3;3;3;3;3
64328;IE;1;2;3;3;3;3;2
64344;IE;1;3;3;3;8;1;3
64356;IE;1;3;3;3;1;1;3
64373;IE;2;3;3;3;3;1;1
64374;IE;2;3;2;3;3;1;3
64384;IE;2;3;3;3;3;8;8
64391;IE;2;3;3;3;3;3;2
64395;IE;2;3;3;3;3;3;3
64420;IE;1;3;3;3;1;1;3
64425;IE;2;3;3;3;1;1;3
64429;IE;2;3;3;3;3;3;3
64444;IE;1;3;3;3;3;3;3
64484;IE;2;3;3;3;3;3;2
64516;IE;2;3;3;3;3;3;3
64535;IE;1;3;3;3;3;2;3
64573;IE;2;3;3;3;8;8;8
64611;IE;1;3;3;3;3;3;3
64665;IE;2;1;1;4;3;1;3
64690;IE;2;3;3;3;3;1;3
64707;IE;2;3;3;3;3;1;3
64723;IE;1;1;3;3;3;8;2
64727;IE;2;3;3;3;3;1;3
64737;IE;2;3;3;3;3;1;3
64746;IE;1;3;3;1;3;1;2
64753;IE;1;3;3;3;3;3;3
64784;IE;2;3;3;3;3;3;3
64790;IE;2;3;3;3;3;1;3
64825;IE;2;2;3;3;3;1;2
64853;IE;1;3;3;3;3;3;3
64870;IE;2;3;3;3;3;1;2
64880;IE;2;3;3;3;3;3;3
64884;IE;1;3;3;3;3;1;3
64886;IE;1;3;2;3;3;1;3
64928;IE;2;3;3;3;3;2;3
64974;IE;1;3;3;3;3;3;3
64987;IE;1;3;3;3;8;8;8
64996;IE;2;3;3;3;1;3;3
65014;IE;2;3;3;3;3;1;3
65016;IE;1;3;3;3;3;1;1
65032;IE;2;3;3;3;3;3;3
65039;IE;2;3;3;3;3;1;3
65056;IE;2;3;3;3;1;1;1
65066;IE;2;3;2;3;3;1;2
65069;IE;2;3;3;3;3;3;3
65086;IE;1;3;3;3;3;3;2
65140;IE;1;3;3;3;3;1;3
65145;IE;2;1;1;3;3;1;3
65150;IE;2;3;3;3;3;1;3
65204;IE;1;3;3;3;3;3;3
65218;IE;2;3;3;3;1;1;8
65240;IE;2;3;3;3;8;8;3
65246;IE;2;3;3;3;1;2;3
65247;IE;2;3;3;3;3;3;3
65262;IE;1;3;3;3;3;1;3
65301;IE;2;2;3;3;1;1;2
65315;IE;1;2;3;3;3;3;3
65331;IE;2;1;3;2;1;1;1
65346;IE;1;3;3;3;8;1;3
65367;IE;2;3;3;3;1;3;3
65379;IE;1;3;3;4;3;3;3
65418;IE;2;3;3;3;3;1;8
65419;IE;1;2;3;3;3;3;2
65502;IE;1;3;3;3;3;1;1
65507;IE;1;3;3;3;3;3;3
65536;IE;1;3;2;3;3;8;3
65557;IE;1;3;3;3;1;1;8
65559;IE;1;3;3;4;3;8;3
65564;IE;2;3;3;3;3;1;3
65568;IE;1;3;3;3;3;3;3
65579;IE;1;3;3;3;8;8;3
65623;IE;2;3;3;3;3;3;3
65645;IE;2;3;3;3;3;3;3
65652;IE;2;3;3;3;3;3;3
65664;IE;1;3;3;3;3;3;3
65671;IE;1;3;3;3;3;1;3
65707;IE;2;2;2;3;3;3;3
65711;IE;1;4;3;3;3;3;3
65729;IE;2;3;3;3;1;1;3
65736;IE;2;3;2;3;3;3;8
65754;IE;2;3;3;3;2;3;3
65756;IE;1;3;3;3;3;1;3
65847;IE;1;3;3;3;3;8;3
65871;IE;1;3;3;3;3;3;3
65882;IE;2;1;3;3;1;1;2
65889;IE;1;3;3;3;3;3;3
65910;IE;2;3;2;3;3;1;2
65916;IE;1;3;3;3;8;7;3
65922;IE;2;3;3;3;3;3;3
65924;IE;2;3;1;3;3;1;3
65967;IE;2;3;1;3;3;1;3
65971;IE;1;3;3;3;3;3;3
65977;IE;2;3;3;3;3;8;3
65985;IE;2;3;3;3;3;1;2
65995;IE;1;3;3;3;3;3;3
66015;IE;2;2;4;4;1;1;8
66030;IE;2;3;1;3;3;3;3
66051;IE;2;3;3;4;3;3;2
66052;IE;1;6;6;6;1;1;3
66070;IE;2;2;3;3;1;1;1
66089;IE;1;3;3;3;3;1;3
66121;IE;1;3;4;3;3;3;3
66134;IE;2;3;3;4;3;3;3
66150;IE;2;3;2;3;3;1;3
66164;IE;2;3;3;3;3;3;3
66238;IE;1;3;3;3;3;8;3
66346;IE;1;3;3;3;3;3;3
66366;IE;2;3;3;3;3;3;3
66372;IE;1;3;4;3;3;8;8
66388;IE;2;3;3;3;3;3;3
66396;IE;1;3;3;3;3;3;3
66404;IE;1;3;3;3;3;8;1
66458;IE;2;3;3;3;3;3;3
66466;IE;1;3;3;3;3;3;3
66470;IE;2;3;3;3;3;3;3
66506;IE;2;3;3;3;3;1;8
66515;IE;1;3;3;3;3;1;8
66517;IE;2;3;3;3;3;1;3
66530;IE;2;3;3;3;3;7;3
66552;IE;1;3;3;3;3;1;3
66556;IE;1;3;3;3;3;3;3
66581;IE;1;3;3;3;3;3;3
66589;IE;2;3;3;3;3;3;3
66609;IE;2;3;3;3;1;1;2
66664;IE;2;3;3;4;3;3;3
66667;IE;2;1;2;3;1;1;3
66681;IE;2;3;2;3;3;1;3
66700;IE;2;3;3;4;3;3;8
66753;IE;2;3;3;3;1;1;8
66754;IE;2;3;3;2;3;3;3
66761;IE;2;3;3;3;1;1;8
66781;IE;2;3;3;2;2;2;2
66798;IE;1;3;3;3;3;1;3
66807;IE;2;3;4;4;3;8;3
66833;IE;1;3;3;3;3;1;2
66853;IE;2;3;3;3;3;3;3
66869;IE;2;3;3;3;3;3;3
66889;IE;1;3;3;3;7;7;3
66935;IE;1;7;7;7;7;7;7
66962;IE;1;3;3;3;3;1;3
66970;IE;2;3;3;3;2;3;2
66999;IE;2;3;3;3;3;3;3
67003;IE;2;3;3;3;3;3;3
67012;IE;1;3;3;3;3;1;3
67027;IE;2;3;2;3;2;1;2
67033;IE;2;3;3;3;3;3;3
67040;IE;1;3;3;3;3;3;7
67050;IE;1;3;3;3;3;8;8
67070;IE;2;3;3;3;3;3;3
67090;IE;2;3;3;3;3;8;8
67126;IE;2;3;3;3;3;1;3
67145;IE;2;3;3;3;3;3;3
67152;IE;2;1;2;3;3;1;3
67153;IE;2;3;1;3;3;3;2
67159;IE;1;3;3;3;3;1;3
67166;IE;2;3;3;3;3;3;3
67178;IE;2;3;2;3;1;1;3
67185;IE;2;3;3;3;3;1;3
67200;IE;1;2;2;2;8;8;8
67225;IE;2;3;3;3;3;3;3
67244;IE;1;3;3;3;8;1;3
67248;IE;2;3;3;3;3;3;3
67269;IE;2;3;4;3;3;3;2
67271;IE;2;3;3;3;3;3;3
67280;IE;1;3;3;3;8;8;8
67283;IE;2;3;3;1;3;3;3
67287;IE;1;3;3;3;3;3;3
67293;IE;1;3;3;3;3;3;3
67303;IE;2;2;1;3;1;1;2
67338;IE;1;3;3;2;3;2;3
67344;IE;2;3;3;3;3;3;3
67347;IE;1;3;3;1;2;1;2
67353;IE;1;3;3;3;8;1;3
67357;IE;1;3;3;3;3;3;3
67383;IE;1;3;3;3;3;3;3
67408;IE;2;3;2;3;3;1;8
67410;IE;1;3;3;3;3;3;3
67441;IE;2;3;2;8;1;1;3
67475;IE;2;1;3;3;1;1;3
67490;IE;2;3;3;3;3;8;3
67503;IE;2;3;2;3;3;1;2
67527;IE;2;3;3;1;1;1;1
67539;IE;1;3;1;3;3;1;3
67546;IE;2;3;3;3;7;3;3
67551;IE;2;3;3;3;3;1;8
67558;IE;2;3;3;3;3;3;3
67563;IE;2;3;2;3;3;1;1
67564;IE;1;3;3;3;3;3;3
67581;IE;2;3;3;3;3;1;8
67586;IE;2;3;3;3;3;1;3
67609;IE;1;3;8;3;3;3;3
67610;IE;2;3;3;3;3;3;3
67618;IE;2;3;1;3;3;1;3
67659;IE;2;3;3;3;3;3;3
67672;IE;1;3;3;3;2;2;2
67692;IE;2;2;1;3;3;1;3
67704;IE;2;3;3;3;3;3;3
67707;IE;1;3;3;3;8;3;3
67727;IE;2;3;2;3;3;1;3
67738;IE;1;3;3;3;3;3;3
67777;IE;2;3;3;3;3;3;2
67791;IE;2;3;3;3;1;1;3
67805;IE;2;3;1;3;1;1;8
67814;IE;1;3;3;3;3;3;3
67833;IE;2;3;3;3;3;3;3
67850;IE;2;3;3;3;2;1;2
67853;IE;2;1;1;3;3;1;3
67873;IE;1;3;3;3;2;3;3
67910;IE;2;3;3;3;1;1;8
67917;IE;2;3;3;3;3;1;3
67939;IE;1;3;3;3;3;2;3
67946;IE;1;3;3;3;1;1;3
67953;IE;1;3;3;3;8;3;7
67999;IE;2;1;2;3;8;1;3
68049;IE;2;3;3;3;8;8;3
68101;IE;2;1;3;3;2;1;8
68150;IE;2;3;3;3;3;3;3
68173;IE;2;3;3;3;1;1;3
68188;IE;1;3;3;3;3;1;3
68189;IE;1;3;2;3;3;1;3
68192;IE;1;3;3;3;3;3;3
68246;IE;1;3;3;3;3;3;3
68257;IE;1;3;3;3;3;3;3
68276;IE;1;3;3;3;1;1;1
68287;IE;1;3;3;3;3;8;1
68305;IE;2;3;3;4;3;3;3
68312;IE;2;3;3;3;3;1;3
68320;IE;1;6;6;6;1;1;8
68327;IE;1;3;3;3;3;3;3
68345;IE;2;3;3;3;3;3;3
68360;IE;2;3;4;4;3;7;7
68371;IE;2;3;3;3;3;1;3
68424;IE;1;3;3;3;3;3;3
68456;IE;2;2;3;3;2;3;2
68478;IE;2;3;3;3;3;1;3
68483;IE;1;3;3;3;3;3;3
68547;IE;2;3;3;3;2;2;3
68578;IE;2;3;3;3;3;3;3
68586;IE;1;4;3;3;3;3;3
68612;IE;2;3;3;3;3;8;3
68622;IE;2;3;3;3;3;3;3
68673;IE;2;3;3;3;3;3;3
68695;IE;1;3;3;2;3;1;8
68696;IE;1;3;3;3;3;1;2
68713;IE;1;3;1;1;3;3;3
68747;IE;1;3;3;3;3;3;8
68760;IE;2;3;4;4;3;3;3
68763;IE;2;3;3;3;3;3;3
68769;IE;2;2;3;3;3;2;3
68808;IE;2;3;3;3;3;1;3
68826;IE;2;3;3;3;3;8;8
68874;IE;1;3;3;3;3;3;3
